#======================================
Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,ResponseTime,
 290, 0, 2910, 2910, 2910.116, 0.116, 110, 0, 2910.116, 2912.786, 2.67, 1100, 2912.786, 2912.951, 0.165, 165, 0, 2912.951, 2914.878, 1.927, 825, 2914.878, 2914.988, 0.11, 110, 0, 2914.988, 2922.45, 7.461, 3300, 2922.45, 2922.56, 0.11, 110, 0, 2922.56, 2922.56, 0, 0,    12.444,
 291, 0, 2920, 2920, 2920.116, 0.116, 110, 0, 2920.116, 2922.151, 2.035, 1100, 2922.151, 2922.317, 0.165, 165, 0, 2922.317, 2924.142, 1.825, 825, 2924.142, 2924.252, 0.11, 110, 0, 2924.252, 2930.545, 6.293, 3300, 2930.545, 2930.655, 0.11, 110, 0, 2930.655, 2930.655, 0, 0,    10.539,
 292, 0, 2930, 2930, 2930.116, 0.116, 110, 0, 2930.116, 2932.244, 2.128, 1100, 2932.244, 2932.409, 0.165, 165, 0, 2932.409, 2934.149, 1.739, 825, 2934.149, 2934.259, 0.11, 110, 0, 2934.259, 2942.36, 8.101, 3300, 2942.36, 2942.47, 0.11, 110, 0, 2942.47, 2942.47, 0, 0,    12.354,
 293, 0, 2940, 2940, 2940.126, 0.126, 120, 0, 2940.126, 2942.561, 2.435, 1200, 2942.561, 2942.74, 0.18, 180, 0, 2942.74, 2945.095, 2.355, 900, 2945.095, 2945.215, 0.12, 120, 0, 2945.215, 2953.008, 7.792, 3600, 2953.008, 2953.128, 0.12, 120, 0, 2953.128, 2953.128, 0, 0,    13.002,
 294, 0, 2950, 2950, 2950.126, 0.126, 120, 0, 2950.126, 2952.828, 2.702, 1200, 2952.828, 2953.008, 0.18, 180, 0, 2953.008, 2954.742, 1.734, 900, 2954.742, 2954.862, 0.12, 120, 0, 2954.862, 2963.611, 8.749, 3600, 2963.611, 2963.731, 0.12, 120, 0, 2963.731, 2963.731, 0, 0,    13.605,
 295, 0, 2960, 2960, 2960.116, 0.116, 110, 0, 2960.116, 2962.632, 2.516, 1100, 2962.632, 2962.796, 0.165, 165, 0, 2962.796, 2964.582, 1.786, 825, 2964.582, 2964.692, 0.11, 110, 0, 2964.692, 2971.932, 7.24, 3300, 2971.932, 2972.042, 0.11, 110, 0, 2972.042, 2972.042, 0, 0,    11.926,
 296, 0, 2970, 2970, 2970.116, 0.116, 110, 0, 2970.116, 2972.219, 2.103, 1100, 2972.219, 2972.384, 0.165, 165, 0, 2972.384, 2974.257, 1.872, 825, 2974.257, 2974.367, 0.11, 110, 0, 2974.367, 2980, 5.633, 3300, 2980, 2980.11, 0.11, 110, 0, 2980.11, 2980.11, 0, 0,     9.994,
 297, 0, 2980, 2980, 2980.126, 0.126, 120, 0, 2980.126, 2983.081, 2.955, 1200, 2983.081, 2983.261, 0.18, 180, 0, 2983.261, 2985.245, 1.984, 900, 2985.245, 2985.365, 0.12, 120, 0, 2985.365, 2992.484, 7.118, 3600, 2992.484, 2992.604, 0.12, 120, 0, 2992.604, 2992.604, 0, 0,    12.478,
 298, 0, 2990, 2990, 2990.126, 0.126, 120, 0, 2990.126, 2993.005, 2.879, 1200, 2993.005, 2993.185, 0.18, 180, 0, 2993.185, 2995.36, 2.174, 900, 2995.36, 2995.48, 0.12, 120, 0, 2995.48, 3002.832, 7.352, 3600, 3002.832, 3002.952, 0.12, 120, 0, 3002.952, 3002.952, 0, 0,    12.826,
 299, 0, 3000, 3000, 3000.126, 0.126, 120, 0, 3000.126, 3002.696, 2.57, 1200, 3002.696, 3002.876, 0.18, 180, 0, 3002.876, 3004.688, 1.812, 900, 3004.688, 3004.808, 0.12, 120, 0, 3004.808, 3012.333, 7.525, 3600, 3012.333, 3012.453, 0.12, 120, 0, 3012.453, 3012.453, 0, 0,    12.327,
 300, 0, 3010, 3010, 3010.126, 0.126, 120, 0, 3010.126, 3012.404, 2.278, 1200, 3012.404, 3012.594, 0.19, 180, 0, 3012.594, 3014.579, 1.985, 900, 3014.579, 3014.699, 0.12, 120, 0, 3014.699, 3022.157, 7.459, 3600, 3022.157, 3022.277, 0.12, 120, 0, 3022.277, 3022.277, 0, 0,    12.151,
 301, 0, 3020, 3020, 3020.126, 0.126, 120, 0, 3020.126, 3022.826, 2.7, 1200, 3022.826, 3023.006, 0.18, 180, 0, 3023.006, 3024.905, 1.899, 900, 3024.905, 3025.026, 0.12, 120, 0, 3025.026, 3032.693, 7.667, 3600, 3032.693, 3032.813, 0.12, 120, 0, 3032.813, 3032.813, 0, 0,    12.687,
 302, 0, 3030, 3030, 3030.126, 0.126, 120, 0, 3030.126, 3032.979, 2.853, 1200, 3032.979, 3033.159, 0.18, 180, 0, 3033.159, 3035.096, 1.937, 900, 3035.096, 3035.216, 0.12, 120, 0, 3035.216, 3043.085, 7.87, 3600, 3043.085, 3043.205, 0.12, 120, 0, 3043.205, 3043.205, 0, 0,    13.079,
 303, 0, 3040, 3040, 3040.116, 0.116, 110, 0, 3040.116, 3042.536, 2.42, 1100, 3042.536, 3042.701, 0.165, 165, 0, 3042.701, 3044.556, 1.855, 825, 3044.556, 3044.666, 0.11, 110, 0, 3044.666, 3052.615, 7.949, 3300, 3052.615, 3052.725, 0.11, 110, 0, 3052.725, 3052.725, 0, 0,    12.609,
 304, 0, 3050, 3050, 3050.116, 0.116, 110, 0, 3050.116, 3052.383, 2.267, 1100, 3052.383, 3052.548, 0.165, 165, 0, 3052.548, 3054.488, 1.94, 825, 3054.488, 3054.598, 0.11, 110, 0, 3054.598, 3062.489, 7.891, 3300, 3062.489, 3062.599, 0.11, 110, 0, 3062.599, 3062.599, 0, 0,    12.483,
 305, 0, 3060, 3060, 3060.116, 0.116, 110, 0, 3060.116, 3062.576, 2.46, 1100, 3062.576, 3062.741, 0.165, 165, 0, 3062.741, 3064.4, 1.659, 825, 3064.4, 3064.51, 0.11, 110, 0, 3064.51, 3071.298, 6.788, 3300, 3071.298, 3071.408, 0.11, 110, 0, 3071.408, 3071.408, 0, 0,    11.292,
 306, 0, 3070, 3070, 3070.126, 0.126, 120, 0, 3070.126, 3072.876, 2.75, 1200, 3072.876, 3073.056, 0.18, 180, 0, 3073.056, 3075.02, 1.964, 900, 3075.02, 3075.14, 0.12, 120, 0, 3075.14, 3082.351, 7.211, 3600, 3082.351, 3082.471, 0.12, 120, 0, 3082.471, 3082.471, 0, 0,    12.345,
 307, 0, 3080, 3080, 3080.116, 0.116, 110, 0, 3080.116, 3082.351, 2.235, 1100, 3082.351, 3082.516, 0.165, 165, 0, 3082.516, 3084.067, 1.551, 825, 3084.067, 3084.177, 0.11, 110, 0, 3084.177, 3092.092, 7.915, 3300, 3092.092, 3092.202, 0.11, 110, 0, 3092.202, 3092.202, 0, 0,    12.086,
 308, 0, 3090, 3090, 3090.126, 0.126, 120, 0, 3090.126, 3092.628, 2.502, 1200, 3092.628, 3092.808, 0.18, 180, 0, 3092.808, 3094.865, 2.057, 900, 3094.865, 3094.985, 0.12, 120, 0, 3094.985, 3103.114, 8.129, 3600, 3103.114, 3103.234, 0.12, 120, 0, 3103.234, 3103.234, 0, 0,    13.108,
 309, 0, 3100, 3100, 3100.126, 0.126, 120, 0, 3100.126, 3103.012, 2.886, 1200, 3103.012, 3103.191, 0.18, 180, 0, 3103.191, 3105.275, 2.084, 900, 3105.275, 3105.395, 0.12, 120, 0, 3105.395, 3113.756, 8.361, 3600, 3113.756, 3113.876, 0.12, 120, 0, 3113.876, 3113.876, 0, 0,    13.750,
 310, 0, 3110, 3110, 3110.126, 0.126, 120, 0, 3110.126, 3112.391, 2.265, 1200, 3112.391, 3112.571, 0.18, 180, 0, 3112.571, 3114.506, 1.935, 900, 3114.506, 3114.626, 0.12, 120, 0, 3114.626, 3123.365, 8.739, 3600, 3123.365, 3123.485, 0.12, 120, 0, 3123.485, 3123.485, 0, 0,    13.359,
 311, 0, 3120, 3120, 3120.116, 0.116, 110, 0, 3120.116, 3122.731, 2.615, 1100, 3122.731, 3122.896, 0.165, 165, 0, 3122.896, 3124.793, 1.898, 825, 3124.793, 3124.904, 0.11, 110, 0, 3124.904, 3132.389, 7.486, 3300, 3132.389, 3132.499, 0.11, 110, 0, 3132.499, 3132.499, 0, 0,    12.384,
 312, 0, 3130, 3130, 3130.126, 0.126, 120, 0, 3130.126, 3132.602, 2.477, 1200, 3132.602, 3132.782, 0.18, 180, 0, 3132.782, 3134.691, 1.908, 900, 3134.691, 3134.811, 0.12, 120, 0, 3134.811, 3142.049, 7.238, 3600, 3142.049, 3142.168, 0.12, 120, 0, 3142.168, 3142.168, 0, 0,    12.043,
 313, 0, 3140, 3140, 3140.126, 0.126, 120, 0, 3140.126, 3142.257, 2.131, 1200, 3142.257, 3142.437, 0.18, 180, 0, 3142.437, 3144.784, 2.347, 900, 3144.784, 3144.904, 0.12, 120, 0, 3144.904, 3153.85, 8.946, 3600, 3153.85, 3153.97, 0.12, 120, 0, 3153.97, 3153.97, 0, 0,    13.844,
 314, 0, 3150, 3150, 3150.116, 0.116, 110, 0, 3150.116, 3152.423, 2.307, 1100, 3152.423, 3152.588, 0.165, 165, 0, 3152.588, 3154.131, 1.542, 825, 3154.131, 3154.241, 0.11, 110, 0, 3154.241, 3161.481, 7.24, 3300, 3161.481, 3161.591, 0.11, 110, 0, 3161.591, 3161.591, 0, 0,    11.475,
 315, 0, 3160, 3160, 3160.126, 0.126, 120, 0, 3160.126, 3162.733, 2.607, 1200, 3162.733, 3162.913, 0.18, 180, 0, 3162.913, 3164.754, 1.841, 900, 3164.754, 3164.874, 0.12, 120, 0, 3164.874, 3173.473, 8.599, 3600, 3173.473, 3173.593, 0.12, 120, 0, 3173.593, 3173.593, 0, 0,    13.467,
 316, 0, 3170, 3170, 3170.126, 0.126, 120, 0, 3170.126, 3172.51, 2.384, 1200, 3172.51, 3172.689, 0.18, 180, 0, 3172.689, 3174.907, 2.218, 900, 3174.907, 3175.027, 0.12, 120, 0, 3175.027, 3182.092, 7.065, 3600, 3182.092, 3182.212, 0.12, 120, 0, 3182.212, 3182.212, 0, 0,    12.087,
 317, 0, 3180, 3180, 3180.126, 0.126, 120, 0, 3180.126, 3183.015, 2.889, 1200, 3183.015, 3183.195, 0.18, 180, 0, 3183.195, 3185.393, 2.198, 900, 3185.393, 3185.513, 0.12, 120, 0, 3185.513, 3192.551, 7.038, 3600, 3192.551, 3192.671, 0.12, 120, 0, 3192.671, 3192.671, 0, 0,    12.545,
 318, 0, 3190, 3190, 3190.116, 0.116, 110, 0, 3190.116, 3192.171, 2.055, 1100, 3192.171, 3192.336, 0.165, 165, 0, 3192.336, 3193.969, 1.634, 825, 3193.969, 3194.079, 0.11, 110, 0, 3194.079, 3200.337, 6.258, 3300, 3200.337, 3200.448, 0.11, 110, 0, 3200.448, 3200.448, 0, 0,    10.332,
 319, 0, 3200, 3200, 3200.116, 0.116, 110, 0, 3200.116, 3202.757, 2.641, 1100, 3202.757, 3202.922, 0.165, 165, 0, 3202.922, 3204.882, 1.96, 825, 3204.882, 3204.992, 0.11, 110, 0, 3204.992, 3212.897, 7.904, 3300, 3212.897, 3213.017, 0.12, 110, 0, 3213.017, 3213.017, 0, 0,    12.901,
 320, 0, 3210, 3210, 3210.126, 0.126, 120, 0, 3210.126, 3212.731, 2.605, 1200, 3212.731, 3212.911, 0.18, 180, 0, 3212.911, 3214.96, 2.049, 900, 3214.96, 3215.08, 0.12, 120, 0, 3215.08, 3222.53, 7.45, 3600, 3222.53, 3222.651, 0.12, 120, 0, 3222.651, 3222.651, 0, 0,    12.525,
 321, 0, 3220, 3220, 3220.126, 0.126, 120, 0, 3220.126, 3222.473, 2.347, 1200, 3222.473, 3222.661, 0.187, 180, 0, 3222.661, 3224.707, 2.046, 900, 3224.707, 3224.827, 0.12, 120, 0, 3224.827, 3232.616, 7.789, 3600, 3232.616, 3232.736, 0.12, 120, 0, 3232.736, 3232.736, 0, 0,    12.610,
 322, 0, 3230, 3230, 3230.126, 0.126, 120, 0, 3230.126, 3232.696, 2.57, 1200, 3232.696, 3232.876, 0.18, 180, 0, 3232.876, 3234.87, 1.994, 900, 3234.87, 3234.99, 0.12, 120, 0, 3234.99, 3243.41, 8.42, 3600, 3243.41, 3243.53, 0.12, 120, 0, 3243.53, 3243.53, 0, 0,    13.404,
 323, 0, 3240, 3240, 3240.126, 0.126, 120, 0, 3240.126, 3243.166, 3.041, 1200, 3243.166, 3243.346, 0.18, 180, 0, 3243.346, 3245.336, 1.99, 900, 3245.336, 3245.456, 0.12, 120, 0, 3245.456, 3252.54, 7.084, 3600, 3252.54, 3252.66, 0.12, 120, 0, 3252.66, 3252.66, 0, 0,    12.534,
 324, 0, 3250, 3250, 3250.116, 0.116, 110, 0, 3250.116, 3252.658, 2.542, 1100, 3252.658, 3252.823, 0.165, 165, 0, 3252.823, 3254.528, 1.705, 825, 3254.528, 3254.638, 0.11, 110, 0, 3254.638, 3260.499, 5.86, 3300, 3260.499, 3260.609, 0.11, 110, 0, 3260.609, 3260.609, 0, 0,    10.493,
 325, 0, 3260, 3260, 3260.126, 0.126, 120, 0, 3260.126, 3262.582, 2.456, 1200, 3262.582, 3262.762, 0.18, 180, 0, 3262.762, 3264.691, 1.929, 900, 3264.691, 3264.811, 0.12, 120, 0, 3264.811, 3272.005, 7.195, 3600, 3272.005, 3272.126, 0.12, 120, 0, 3272.126, 3272.126, 0, 0,    12.000,
 326, 0, 3270, 3270, 3270.126, 0.126, 120, 0, 3270.126, 3272.845, 2.719, 1200, 3272.845, 3273.025, 0.18, 180, 0, 3273.025, 3275.142, 2.117, 900, 3275.142, 3275.262, 0.12, 120, 0, 3275.262, 3281.613, 6.351, 3600, 3281.613, 3281.743, 0.13, 120, 0, 3281.743, 3281.743, 0, 0,    11.617,
 327, 0, 3280, 3280, 3280.126, 0.126, 120, 0, 3280.126, 3282.744, 2.618, 1200, 3282.744, 3282.924, 0.18, 180, 0, 3282.924, 3284.854, 1.93, 900, 3284.854, 3284.974, 0.12, 120, 0, 3284.974, 3292.88, 7.906, 3600, 3292.88, 3293, 0.12, 120, 0, 3293, 3293, 0, 0,    12.874,
 328, 0, 3290, 3290, 3290.126, 0.126, 120, 0, 3290.126, 3292.984, 2.858, 1200, 3292.984, 3293.164, 0.18, 180, 0, 3293.164, 3294.968, 1.805, 900, 3294.968, 3295.088, 0.12, 120, 0, 3295.088, 3302.89, 7.802, 3600, 3302.89, 3303.011, 0.12, 120, 0, 3303.011, 3303.011, 0, 0,    12.884,
 329, 0, 3300, 3300, 3300.116, 0.116, 110, 0, 3300.116, 3302.357, 2.241, 1100, 3302.357, 3302.532, 0.175, 165, 0, 3302.532, 3304.275, 1.743, 825, 3304.275, 3304.385, 0.11, 110, 0, 3304.385, 3310.933, 6.548, 3300, 3310.933, 3311.043, 0.11, 110, 0, 3311.043, 3311.043, 0, 0,    10.927,
 330, 0, 3310, 3310, 3310.116, 0.116, 110, 0, 3310.116, 3312.42, 2.304, 1100, 3312.42, 3312.585, 0.165, 165, 0, 3312.585, 3314.685, 2.101, 825, 3314.685, 3314.795, 0.11, 110, 0, 3314.795, 3322.32, 7.525, 3300, 3322.32, 3322.431, 0.11, 110, 0, 3322.431, 3322.431, 0, 0,    12.315,
 331, 0, 3320, 3320, 3320.116, 0.116, 110, 0, 3320.116, 3322.278, 2.162, 1100, 3322.278, 3322.444, 0.166, 165, 0, 3322.444, 3324.174, 1.731, 825, 3324.174, 3324.285, 0.11, 110, 0, 3324.285, 3331.496, 7.211, 3300, 3331.496, 3331.606, 0.11, 110, 0, 3331.606, 3331.606, 0, 0,    11.490,
 332, 0, 3330, 3330, 3330.126, 0.126, 120, 0, 3330.126, 3332.71, 2.583, 1200, 3332.71, 3332.89, 0.181, 180, 0, 3332.89, 3335.199, 2.309, 900, 3335.199, 3335.32, 0.12, 120, 0, 3335.32, 3343.039, 7.719, 3600, 3343.039, 3343.159, 0.12, 120, 0, 3343.159, 3343.159, 0, 0,    13.033,
 333, 0, 3340, 3340, 3340.116, 0.116, 110, 0, 3340.116, 3342.237, 2.121, 1100, 3342.237, 3342.402, 0.165, 165, 0, 3342.402, 3344.229, 1.827, 825, 3344.229, 3344.339, 0.11, 110, 0, 3344.339, 3352.018, 7.679, 3300, 3352.018, 3352.128, 0.11, 110, 0, 3352.128, 3352.128, 0, 0,    12.012,
 334, 0, 3350, 3350, 3350.116, 0.116, 110, 0, 3350.116, 3352.467, 2.351, 1100, 3352.467, 3352.632, 0.165, 165, 0, 3352.632, 3354.101, 1.468, 825, 3354.101, 3354.211, 0.11, 110, 0, 3354.211, 3361.163, 6.952, 3300, 3361.163, 3361.273, 0.11, 110, 0, 3361.273, 3361.273, 0, 0,    11.158,
 335, 0, 3360, 3360, 3360.116, 0.116, 110, 0, 3360.116, 3362.451, 2.335, 1100, 3362.451, 3362.616, 0.165, 165, 0, 3362.616, 3364.276, 1.66, 825, 3364.276, 3364.386, 0.11, 110, 0, 3364.386, 3372.501, 8.115, 3300, 3372.501, 3372.611, 0.11, 110, 0, 3372.611, 3372.611, 0, 0,    12.495,
 336, 0, 3370, 3370, 3370.116, 0.116, 110, 0, 3370.116, 3372.501, 2.385, 1100, 3372.501, 3372.666, 0.165, 165, 0, 3372.666, 3374.326, 1.66, 825, 3374.326, 3374.436, 0.11, 110, 0, 3374.436, 3380.84, 6.404, 3300, 3380.84, 3380.95, 0.11, 110, 0, 3380.95, 3380.95, 0, 0,    10.834,
 337, 0, 3380, 3380, 3380.116, 0.116, 110, 0, 3380.116, 3382.496, 2.381, 1100, 3382.496, 3382.662, 0.165, 165, 0, 3382.662, 3384.799, 2.138, 825, 3384.799, 3384.909, 0.11, 110, 0, 3384.909, 3392.311, 7.402, 3300, 3392.311, 3392.421, 0.11, 110, 0, 3392.421, 3392.421, 0, 0,    12.306,
 338, 0, 3390, 3390, 3390.126, 0.126, 120, 0, 3390.126, 3392.611, 2.485, 1200, 3392.611, 3392.791, 0.18, 180, 0, 3392.791, 3394.372, 1.581, 900, 3394.372, 3394.493, 0.12, 120, 0, 3394.493, 3402.185, 7.692, 3600, 3402.185, 3402.305, 0.12, 120, 0, 3402.305, 3402.305, 0, 0,    12.178,
 339, 0, 3400, 3400, 3400.126, 0.126, 120, 0, 3400.126, 3402.787, 2.661, 1200, 3402.787, 3402.967, 0.18, 180, 0, 3402.967, 3404.857, 1.89, 900, 3404.857, 3404.977, 0.12, 120, 0, 3404.977, 3412.858, 7.881, 3600, 3412.858, 3412.978, 0.12, 120, 0, 3412.978, 3412.978, 0, 0,    12.852,
 340, 0, 3410, 3410, 3410.116, 0.116, 110, 0, 3410.116, 3412.386, 2.27, 1100, 3412.386, 3412.551, 0.165, 165, 0, 3412.551, 3414.489, 1.938, 825, 3414.489, 3414.599, 0.11, 110, 0, 3414.599, 3420.722, 6.122, 3300, 3420.722, 3420.832, 0.11, 110, 0, 3420.832, 3420.832, 0, 0,    10.716,
 341, 0, 3420, 3420, 3420.126, 0.126, 120, 0, 3420.126, 3422.696, 2.57, 1200, 3422.696, 3422.876, 0.18, 180, 0, 3422.876, 3424.576, 1.7, 900, 3424.576, 3424.696, 0.12, 120, 0, 3424.696, 3433.157, 8.461, 3600, 3433.157, 3433.277, 0.12, 120, 0, 3433.277, 3433.277, 0, 0,    13.151,
 342, 0, 3430, 3430, 3430.116, 0.116, 110, 0, 3430.116, 3432.454, 2.338, 1100, 3432.454, 3432.619, 0.165, 165, 0, 3432.619, 3434.271, 1.652, 825, 3434.271, 3434.381, 0.11, 110, 0, 3434.381, 3440.523, 6.142, 3300, 3440.523, 3440.633, 0.11, 110, 0, 3440.633, 3440.633, 0, 0,    10.518,
 343, 0, 3440, 3440, 3440.126, 0.126, 120, 0, 3440.126, 3442.582, 2.456, 1200, 3442.582, 3442.762, 0.18, 180, 0, 3442.762, 3444.373, 1.611, 900, 3444.373, 3444.493, 0.12, 120, 0, 3444.493, 3451.276, 6.783, 3600, 3451.276, 3451.396, 0.12, 120, 0, 3451.396, 3451.396, 0, 0,    11.270,
 344, 0, 3450, 3450, 3450.116, 0.116, 110, 0, 3450.116, 3452.606, 2.49, 1100, 3452.606, 3452.772, 0.165, 165, 0, 3452.772, 3454.791, 2.02, 825, 3454.791, 3454.902, 0.11, 110, 0, 3454.902, 3462.427, 7.525, 3300, 3462.427, 3462.537, 0.11, 110, 0, 3462.537, 3462.537, 0, 0,    12.421,
 345, 0, 3460, 3460, 3460.126, 0.126, 120, 0, 3460.126, 3462.544, 2.417, 1200, 3462.544, 3462.724, 0.18, 180, 0, 3462.724, 3464.676, 1.952, 900, 3464.676, 3464.796, 0.12, 120, 0, 3464.796, 3471.71, 6.914, 3600, 3471.71, 3471.83, 0.12, 120, 0, 3471.83, 3471.83, 0, 0,    11.704,
 346, 0, 3470, 3470, 3470.116, 0.116, 110, 0, 3470.116, 3472.582, 2.466, 1100, 3472.582, 3472.747, 0.165, 165, 0, 3472.747, 3474.768, 2.021, 825, 3474.768, 3474.878, 0.11, 110, 0, 3474.878, 3481.767, 6.889, 3300, 3481.767, 3481.878, 0.11, 110, 0, 3481.878, 3481.878, 0, 0,    11.762,
 347, 0, 3480, 3480, 3480.116, 0.116, 110, 0, 3480.116, 3483.179, 3.063, 1100, 3483.179, 3483.344, 0.165, 165, 0, 3483.344, 3485.154, 1.81, 825, 3485.154, 3485.265, 0.11, 110, 0, 3485.265, 3492.228, 6.963, 3300, 3492.228, 3492.338, 0.11, 110, 0, 3492.338, 3492.338, 0, 0,    12.222,
 348, 0, 3490, 3490, 3490.116, 0.116, 110, 0, 3490.116, 3492.305, 2.188, 1100, 3492.305, 3492.47, 0.165, 165, 0, 3492.47, 3494.317, 1.848, 825, 3494.317, 3494.427, 0.11, 110, 0, 3494.427, 3502.767, 8.34, 3300, 3502.767, 3502.877, 0.11, 110, 0, 3502.877, 3502.877, 0, 0,    12.761,
 349, 0, 3500, 3500, 3500.116, 0.116, 110, 0, 3500.116, 3502.537, 2.421, 1100, 3502.537, 3502.702, 0.165, 165, 0, 3502.702, 3504.494, 1.791, 825, 3504.494, 3504.604, 0.11, 110, 0, 3504.604, 3511.166, 6.563, 3300, 3511.166, 3511.277, 0.11, 110, 0, 3511.277, 3511.277, 0, 0,    11.161,
 350, 0, 3510, 3510, 3510.126, 0.126, 120, 0, 3510.126, 3512.643, 2.518, 1200, 3512.643, 3512.824, 0.18, 180, 0, 3512.824, 3514.508, 1.684, 900, 3514.508, 3514.628, 0.12, 120, 0, 3514.628, 3521.963, 7.335, 3600, 3521.963, 3522.083, 0.12, 120, 0, 3522.083, 3522.083, 0, 0,    11.957,
 351, 0, 3520, 3520, 3520.126, 0.126, 120, 0, 3520.126, 3522.8, 2.674, 1200, 3522.8, 3522.98, 0.18, 180, 0, 3522.98, 3525.155, 2.176, 900, 3525.155, 3525.276, 0.12, 120, 0, 3525.276, 3532.631, 7.356, 3600, 3532.631, 3532.751, 0.12, 120, 0, 3532.751, 3532.751, 0, 0,    12.625,
 352, 0, 3530, 3530, 3530.116, 0.116, 110, 0, 3530.116, 3532.8, 2.684, 1100, 3532.8, 3532.965, 0.165, 165, 0, 3532.965, 3534.765, 1.8, 825, 3534.765, 3534.875, 0.11, 110, 0, 3534.875, 3541.765, 6.891, 3300, 3541.765, 3541.876, 0.11, 110, 0, 3541.876, 3541.876, 0, 0,    11.760,
 353, 0, 3540, 3540, 3540.116, 0.116, 110, 0, 3540.116, 3542.346, 2.23, 1100, 3542.346, 3542.511, 0.165, 165, 0, 3542.511, 3544.41, 1.899, 825, 3544.41, 3544.52, 0.11, 110, 0, 3544.52, 3551.848, 7.328, 3300, 3551.848, 3551.958, 0.11, 110, 0, 3551.958, 3551.958, 0, 0,    11.842,
 354, 0, 3550, 3550, 3550.126, 0.126, 120, 0, 3550.126, 3552.942, 2.815, 1200, 3552.942, 3553.122, 0.18, 180, 0, 3553.122, 3554.982, 1.861, 900, 3554.982, 3555.102, 0.12, 120, 0, 3555.102, 3562.586, 7.483, 3600, 3562.586, 3562.706, 0.12, 120, 0, 3562.706, 3562.706, 0, 0,    12.580,
 355, 0, 3560, 3560, 3560.116, 0.116, 110, 0, 3560.116, 3562.55, 2.434, 1100, 3562.55, 3562.716, 0.166, 165, 0, 3562.716, 3564.679, 1.963, 825, 3564.679, 3564.789, 0.11, 110, 0, 3564.789, 3571.848, 7.059, 3300, 3571.848, 3571.958, 0.11, 110, 0, 3571.958, 3571.958, 0, 0,    11.842,
 356, 0, 3570, 3570, 3570.116, 0.116, 110, 0, 3570.116, 3572.147, 2.031, 1100, 3572.147, 3572.312, 0.165, 165, 0, 3572.312, 3574.292, 1.979, 825, 3574.292, 3574.402, 0.11, 110, 0, 3574.402, 3581.83, 7.428, 3300, 3581.83, 3581.94, 0.11, 110, 0, 3581.94, 3581.94, 0, 0,    11.824,
 357, 0, 3580, 3580, 3580.116, 0.116, 110, 0, 3580.116, 3582.327, 2.211, 1100, 3582.327, 3582.492, 0.165, 165, 0, 3582.492, 3584.458, 1.966, 825, 3584.458, 3584.568, 0.11, 110, 0, 3584.568, 3590.9, 6.332, 3300, 3590.9, 3591.01, 0.11, 110, 0, 3591.01, 3591.01, 0, 0,    10.894,
 358, 0, 3590, 3590, 3590.116, 0.116, 110, 0, 3590.116, 3592.375, 2.259, 1100, 3592.375, 3592.54, 0.165, 165, 0, 3592.54, 3594.666, 2.126, 825, 3594.666, 3594.776, 0.11, 110, 0, 3594.776, 3603.313, 8.537, 3300, 3603.313, 3603.423, 0.11, 110, 0, 3603.423, 3603.423, 0, 0,    13.307,
 359, 0, 3600, 3600, 3600.126, 0.126, 120, 0, 3600.126, 3602.253, 2.127, 1200, 3602.253, 3602.433, 0.18, 180, 0, 3602.433, 3604.446, 2.012, 900, 3604.446, 3604.566, 0.12, 120, 0, 3604.566, 3612.616, 8.051, 3600, 3612.616, 3612.736, 0.12, 120, 0, 3612.736, 3612.736, 0, 0,    12.610,
 360, 0, 3610, 3610, 3610.126, 0.126, 120, 0, 3610.126, 3612.723, 2.597, 1200, 3612.723, 3612.913, 0.19, 180, 0, 3612.913, 3614.84, 1.927, 900, 3614.84, 3614.96, 0.12, 120, 0, 3614.96, 3622.106, 7.146, 3600, 3622.106, 3622.226, 0.12, 120, 0, 3622.226, 3622.226, 0, 0,    12.100,
 361, 0, 3620, 3620, 3620.126, 0.126, 120, 0, 3620.126, 3622.588, 2.462, 1200, 3622.588, 3622.769, 0.18, 180, 0, 3622.769, 3624.928, 2.159, 900, 3624.928, 3625.048, 0.12, 120, 0, 3625.048, 3631.599, 6.552, 3600, 3631.599, 3631.72, 0.12, 120, 0, 3631.72, 3631.72, 0, 0,    11.593,
 362, 0, 3630, 3630, 3630.116, 0.116, 110, 0, 3630.116, 3632.887, 2.771, 1100, 3632.887, 3633.052, 0.165, 165, 0, 3633.052, 3635.005, 1.953, 825, 3635.005, 3635.115, 0.11, 110, 0, 3635.115, 3641.848, 6.733, 3300, 3641.848, 3641.958, 0.11, 110, 0, 3641.958, 3641.958, 0, 0,    11.842,
